Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.4978578,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9961473,0.0000000
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.7312500,0.0000000
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.7907125,0.0000000
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6575524,0.0000000
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,random forest,no sampling,no selection,no cost sensitive,0.0079365,0.0012247,0.9987753,0.9920635,0.3333333,0.0079365,0.8025229,0.0122129
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,random forest,no sampling,no selection,no cost sensitive,0.0606061,0.0085679,0.9914321,0.9393939,0.4166667,0.0606061,0.8316031,0.0844949
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,random forest,no sampling,no selection,no cost sensitive,0.3200000,0.0301449,0.9698551,0.6800000,0.3157895,0.3200000,0.9101449,0.2880184
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,random forest,no sampling,no selection,no cost sensitive,0.4078947,0.0138408,0.9861592,0.5921053,0.5636364,0.4078947,0.9198878,0.4540328
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,random forest,no sampling,no selection,no cost sensitive,0.1627907,0.0462428,0.9537572,0.8372093,0.1489362,0.1627907,0.8017106,0.1116146
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,random forest,no sampling,no selection,no cost sensitive,0.1263158,0.0138969,0.9861031,0.8736842,0.3333333,0.1263158,0.8012434,0.1591084
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,random forest,no sampling,no selection,no cost sensitive,0.0629371,0.0151251,0.9848749,0.9370629,0.2571429,0.0629371,0.8304877,0.0731304
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,random forest,no sampling,no selection,no cost sensitive,0.1898734,0.0206473,0.9793527,0.8101266,0.4477612,0.1898734,0.8668908,0.2294853
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,random forest,no sampling,no selection,no cost sensitive,0.1280000,0.0197964,0.9802036,0.8720000,0.4776119,0.1280000,0.8408473,0.1577879
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,random forest,no sampling,no selection,no cost sensitive,0.1210938,0.0152975,0.9847025,0.8789063,0.5344828,0.1210938,0.7731941,0.1580531
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,random forest,no sampling,no selection,no cost sensitive,0.8219697,0.0022766,0.9977234,0.1780303,0.9819005,0.8219697,0.9862724,0.8806354
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,random forest,no sampling,no selection,no cost sensitive,0.3978102,0.0857923,0.9142077,0.6021898,0.4097744,0.3978102,0.8474293,0.3159395
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,random forest,no sampling,no selection,no cost sensitive,0.2857143,0.0707237,0.9292763,0.7142857,0.3943662,0.2857143,0.7521156,0.2430786
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,random forest,no sampling,no selection,no cost sensitive,0.4054054,0.0756422,0.9243578,0.5945946,0.0862069,0.4054054,0.8519750,0.1169886
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,random forest,no sampling,no selection,no cost sensitive,0.1285714,0.0014451,0.9985549,0.8714286,0.7500000,0.1285714,0.9190476,0.2119891
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,random forest,no sampling,no selection,no cost sensitive,0.2000000,0.0112875,0.9887125,0.8000000,0.3725490,0.2000000,0.7120078,0.2431295
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,random forest,no sampling,no selection,no cost sensitive,0.1367521,0.0190174,0.9809826,0.8632479,0.2105263,0.1367521,0.7590001,0.1416300
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,random forest,no sampling,no selection,no cost sensitive,0.1459854,0.0075779,0.9924221,0.8540146,0.4255319,0.1459854,0.7998611,0.2023021
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,random forest,no sampling,no selection,no cost sensitive,0.2173913,0.0235595,0.9764405,0.7826087,0.3030303,0.2173913,0.8105961,0.2239914
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,random forest,no sampling,no selection,no cost sensitive,0.2304147,0.0302962,0.9697038,0.7695853,0.2702703,0.2304147,0.7621071,0.2152141
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,random forest,no sampling,no selection,no cost sensitive,0.1673469,0.0080782,0.9919218,0.8326531,0.5189873,0.1673469,0.7798231,0.2346089
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,random forest,no sampling,no selection,no cost sensitive,0.0361446,0.0113891,0.9886109,0.9638554,0.0508475,0.0361446,0.6777041,0.0288572
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,random forest,no sampling,no selection,no cost sensitive,0.0875000,0.0052275,0.9947725,0.9125000,0.2058824,0.0875000,0.8673258,0.1147530
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0011342,0.9988658,1.0000000,0.0000000,0.0000000,0.9029158,-0.0021218
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,random forest,no sampling,no selection,no cost sensitive,0.0493827,0.0014976,0.9985024,0.9506173,0.3333333,0.0493827,0.7128451,0.0824849
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0018515,0.9981485,1.0000000,0.0000000,0.0000000,0.9704495,-0.0032655
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,random forest,no sampling,no selection,no cost sensitive,0.0362319,0.0007379,0.9992621,0.9637681,0.5555556,0.0362319,0.9769957,0.0651856
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,random forest,no sampling,no selection,no cost sensitive,0.0909091,0.0025207,0.9974793,0.9090909,0.0666667,0.0909091,0.7607294,0.0748130
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,random forest,no sampling,no selection,no cost sensitive,0.1724138,0.0010811,0.9989189,0.8275862,0.4545455,0.1724138,0.9154458,0.2478497
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,random forest,no sampling,no selection,no cost sensitive,0.0000000,0.0003606,0.9996394,1.0000000,0.0000000,0.0000000,0.6019217,-0.0006765
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,random forest,no sampling,no selection,no cost sensitive,0.0222222,0.0010864,0.9989136,0.9777778,0.2500000,0.0222222,0.9258615,0.0382988
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,random forest,no sampling,no selection,no cost sensitive,0.1157895,0.0010874,0.9989126,0.8842105,0.6470588,0.1157895,0.7002299,0.1922785
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.6495287,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,naive bayes,no sampling,no selection,no cost sensitive,1.0000000,0.1250000,0.8750000,0.0000000,0.0201342,1.0000000,0.9055365,0.0346249
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0318182,0.9681818,1.0000000,0.0000000,0.0000000,0.6590909,-0.0055475
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.3333333,0.0349873,0.9650127,0.6666667,0.0517241,0.3333333,0.7630054,0.0804897
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1363636,0.0160000,0.9840000,0.8636364,0.3658537,0.1363636,0.8543692,0.1701026
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.2380952,0.0146969,0.9853031,0.7619048,0.5555556,0.2380952,0.8506765,0.3033939
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0303030,0.0110159,0.9889841,0.9696970,0.2173913,0.0303030,0.5484533,0.0314559
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.8597990,0.0000000
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0131579,0.0011534,0.9988466,0.9868421,0.3333333,0.0131579,0.8794201,0.0221982
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0116279,0.0011561,0.9988439,0.9883721,0.3333333,0.0116279,0.8527322,0.0193411
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0210526,0.0011581,0.9988419,0.9789474,0.5000000,0.0210526,0.8319142,0.0363438
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0699301,0.0221059,0.9778941,0.9300699,0.2083333,0.0699301,0.8505413,0.0687658
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1835443,0.0435268,0.9564732,0.8164557,0.2710280,0.1835443,0.8467468,0.1641784
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1200000,0.0180995,0.9819005,0.8800000,0.4838710,0.1200000,0.8558846,0.1504804
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0028329,0.9971671,1.0000000,0.0000000,0.0000000,0.7957562,-0.0048769
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0017075,0.9982925,1.0000000,0.0000000,0.0000000,0.7997997,-0.0029441
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1459854,0.0387978,0.9612022,0.8540146,0.3603604,0.1459854,0.8346476,0.1434734
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0850340,0.0433114,0.9566886,0.9149660,0.2403846,0.0850340,0.7742086,0.0572363
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1351351,0.0152236,0.9847764,0.8648649,0.1351351,0.1351351,0.8459639,0.1199115
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.2857143,0.0115607,0.9884393,0.7142857,0.4545455,0.2857143,0.9127202,0.3341105
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.2105263,0.2320988,0.7679012,0.7894737,0.0294985,0.2105263,0.6460856,-0.0054399
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0598291,0.0839937,0.9160063,0.9401709,0.0257353,0.0598291,0.6844149,-0.0147540
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1021898,0.0558518,0.9441482,0.8978102,0.0657277,0.1021898,0.6613624,0.0365814
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1467391,0.0527529,0.9472471,0.8532609,0.1158798,0.1467391,0.6664122,0.0834041
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.2718894,0.1503591,0.8496409,0.7281106,0.0809328,0.2718894,0.6104817,0.0572642
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0734694,0.0514456,0.9485544,0.9265306,0.0692308,0.0734694,0.6068192,0.0214027
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0361446,0.0160667,0.9839333,0.9638554,0.0365854,0.0361446,0.7523443,0.0201975
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.4000000,0.0338819,0.9661181,0.6000000,0.1545894,0.4000000,0.9133241,0.2055163
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.3834586,0.0257089,0.9742911,0.6165414,0.2727273,0.3834586,0.9172812,0.2986465
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0043055,0.9956945,1.0000000,0.0000000,0.0000000,0.6317882,-0.0066504
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1566265,0.0142566,0.9857434,0.8433735,0.1444444,0.1566265,0.9452868,0.1366943
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.1376812,0.0143885,0.9856115,0.8623188,0.1958763,0.1376812,0.9611842,0.1441630
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0909091,0.0052215,0.9947785,0.9090909,0.0333333,0.0909091,0.8599863,0.0460210
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0046847,0.9953153,1.0000000,0.0000000,0.0000000,0.9345449,-0.0049388
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0000000,0.0037865,0.9962135,1.0000000,0.0000000,0.0000000,0.8114612,-0.0046218
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0555556,0.0079667,0.9920333,0.9444444,0.1020408,0.0555556,0.9441135,0.0613311
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,naive bayes,no sampling,no selection,no cost sensitive,0.0105263,0.0036245,0.9963755,0.9894737,0.0476190,0.0105263,0.8504950,0.0111819
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,ibk,no sampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.5124250,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,ibk,no sampling,no selection,no cost sensitive,0.3333333,0.0025685,0.9974315,0.6666667,0.2500000,0.3333333,0.8595890,0.2836168
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,ibk,no sampling,no selection,no cost sensitive,0.0000000,0.0007576,0.9992424,1.0000000,0.0000000,0.0000000,0.5318182,-0.0012099
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,ibk,no sampling,no selection,no cost sensitive,0.1111111,0.0025445,0.9974555,0.8888889,0.2000000,0.1111111,0.5839695,0.1393576
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,ibk,no sampling,no selection,no cost sensitive,0.0181818,0.0006154,0.9993846,0.9818182,0.6666667,0.0181818,0.5332531,0.0321400
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,ibk,no sampling,no selection,no cost sensitive,0.1587302,0.0104103,0.9895897,0.8412698,0.5405405,0.1587302,0.5939988,0.2200344
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,ibk,no sampling,no selection,no cost sensitive,0.2303030,0.0458996,0.9541004,0.7696970,0.3362832,0.2303030,0.6339175,0.2148382
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,ibk,no sampling,no selection,no cost sensitive,0.4666667,0.0747826,0.9252174,0.5333333,0.2134146,0.4666667,0.7329585,0.2500000
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,ibk,no sampling,no selection,no cost sensitive,0.5789474,0.0322953,0.9677047,0.4210526,0.4400000,0.5789474,0.7890260,0.4749473
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,ibk,no sampling,no selection,no cost sensitive,0.2558140,0.0763006,0.9236994,0.7441860,0.1428571,0.2558140,0.6063785,0.1304892
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,ibk,no sampling,no selection,no cost sensitive,0.2105263,0.0515345,0.9484655,0.7894737,0.1834862,0.2105263,0.6076707,0.1486418
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,ibk,no sampling,no selection,no cost sensitive,0.3916084,0.1151832,0.8848168,0.6083916,0.2204724,0.3916084,0.6171502,0.2038796
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,ibk,no sampling,no selection,no cost sensitive,0.3924051,0.0703125,0.9296875,0.6075949,0.3297872,0.3924051,0.6808813,0.2964316
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,ibk,no sampling,no selection,no cost sensitive,0.2560000,0.0690045,0.9309955,0.7440000,0.3440860,0.2560000,0.5962489,0.2100838
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,ibk,no sampling,no selection,no cost sensitive,0.1953125,0.0390935,0.9609065,0.8046875,0.4201681,0.1953125,0.5921554,0.2025577
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,ibk,no sampling,no selection,no cost sensitive,0.8295455,0.0028458,0.9971542,0.1704545,0.9776786,0.8295455,0.9625632,0.8835797
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,ibk,no sampling,no selection,no cost sensitive,0.6751825,0.1546448,0.8453552,0.3248175,0.3952991,0.6751825,0.7591799,0.4001030
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,ibk,no sampling,no selection,no cost sensitive,0.3265306,0.1271930,0.8728070,0.6734694,0.2926829,0.3265306,0.6153460,0.1901164
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,ibk,no sampling,no selection,no cost sensitive,0.4324324,0.1265461,0.8734539,0.5675676,0.0567376,0.4324324,0.6591856,0.0719304
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,ibk,no sampling,no selection,no cost sensitive,0.4428571,0.0168593,0.9831407,0.5571429,0.4696970,0.4428571,0.7138935,0.4380927
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,ibk,no sampling,no selection,no cost sensitive,0.1894737,0.0571429,0.9428571,0.8105263,0.1000000,0.1894737,0.5784405,0.0923855
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,ibk,no sampling,no selection,no cost sensitive,0.2136752,0.0646593,0.9353407,0.7863248,0.1091703,0.2136752,0.5845490,0.1020040
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,ibk,no sampling,no selection,no cost sensitive,0.2189781,0.0443447,0.9556553,0.7810219,0.1595745,0.2189781,0.6072878,0.1481232
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,ibk,no sampling,no selection,no cost sensitive,0.2989130,0.0852753,0.9147247,0.7010870,0.1417526,0.2989130,0.6203265,0.1397945
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,ibk,no sampling,no selection,no cost sensitive,0.3548387,0.1371185,0.8628815,0.6451613,0.1119186,0.3548387,0.6176899,0.1071245
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,ibk,no sampling,no selection,no cost sensitive,0.1714286,0.0525085,0.9474915,0.8285714,0.1453287,0.1714286,0.5830153,0.1095917
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,ibk,no sampling,no selection,no cost sensitive,0.0361446,0.0274558,0.9725442,0.9638554,0.0217391,0.0361446,0.5026917,0.0065540
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,ibk,no sampling,no selection,no cost sensitive,0.1000000,0.0176186,0.9823814,0.9000000,0.0808081,0.1000000,0.5647907,0.0737583
SYNCOPE,71177,0.5881668,3791.0000000,3791.0000000,ibk,no sampling,no selection,no cost sensitive,0.2481203,0.0109641,0.9890359,0.7518797,0.3626374,0.2481203,0.6556540,0.2803016
SYNCOPE,76600,0.6329794,3872.0000000,3872.0000000,ibk,no sampling,no selection,no cost sensitive,0.0493827,0.0037439,0.9962561,0.9506173,0.1666667,0.0493827,0.6587316,0.0698393
SYNCOPE,82023,0.6777920,3955.0000000,3955.0000000,ibk,no sampling,no selection,no cost sensitive,0.2168675,0.0144418,0.9855582,0.7831325,0.1875000,0.2168675,0.6690740,0.1879341
SYNCOPE,87507,0.7231087,4093.0000000,4093.0000000,ibk,no sampling,no selection,no cost sensitive,0.2028986,0.0057185,0.9942815,0.7971014,0.4745763,0.2028986,0.6504903,0.2734606
SYNCOPE,93066,0.7690452,4104.0000000,4104.0000000,ibk,no sampling,no selection,no cost sensitive,0.0909091,0.0034210,0.9965790,0.9090909,0.0500000,0.0909091,0.5214178,0.0621241
SYNCOPE,98631,0.8150312,4133.0000000,4133.0000000,ibk,no sampling,no selection,no cost sensitive,0.0689655,0.0039640,0.9960360,0.9310345,0.0833333,0.0689655,0.6082324,0.0710987
SYNCOPE,104210,0.8611329,4166.0000000,4166.0000000,ibk,no sampling,no selection,no cost sensitive,0.0000000,0.0016228,0.9983772,1.0000000,0.0000000,0.0000000,0.5490963,-0.0025415
SYNCOPE,109789,0.9072346,4256.0000000,4256.0000000,ibk,no sampling,no selection,no cost sensitive,0.1777778,0.0056129,0.9943871,0.8222222,0.3404255,0.1777778,0.6142767,0.2250510
SYNCOPE,115402,0.9536173,4351.0000000,4351.0000000,ibk,no sampling,no selection,no cost sensitive,0.2210526,0.0063429,0.9936571,0.7789474,0.3750000,0.2210526,0.6564335,0.2689686
SYNCOPE,1153,0.0095277,5.0000000,5.0000000,random forest,oversampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.4982862,0.0000000
SYNCOPE,2323,0.0191960,8.0000000,8.0000000,random forest,oversampling,no selection,no cost sensitive,0.0000000,0.0000000,1.0000000,1.0000000,NaN,0.0000000,0.9920091,0.0000000
SYNCOPE,3494,0.0288725,12.0000000,12.0000000,random forest,oversampling,no selection,no cost sensitive,0.0000000,0.0007576,0.9992424,1.0000000,0.0000000,0.0000000,0.7320076,-0.0012099
SYNCOPE,4818,0.0398132,21.0000000,21.0000000,random forest,oversampling,no selection,no cost sensitive,0.0000000,0.0019084,0.9980916,1.0000000,0.0000000,0.0000000,0.7487984,-0.0028544
SYNCOPE,6399,0.0528777,131.0000000,131.0000000,random forest,oversampling,no selection,no cost sensitive,0.0181818,0.0006154,0.9993846,0.9818182,0.6666667,0.0181818,0.6412951,0.0321400
SYNCOPE,8134,0.0672148,257.0000000,257.0000000,random forest,oversampling,no selection,no cost sensitive,0.0555556,0.0104103,0.9895897,0.9444444,0.2916667,0.0555556,0.7994586,0.0720631
SYNCOPE,9893,0.0817502,422.0000000,422.0000000,random forest,oversampling,no selection,no cost sensitive,0.1515152,0.0312118,0.9687882,0.8484848,0.3289474,0.1515152,0.8149531,0.1588087
SYNCOPE,11692,0.0966161,497.0000000,497.0000000,random forest,oversampling,no selection,no cost sensitive,0.4266667,0.0672464,0.9327536,0.5733333,0.2162162,0.4266667,0.8756058,0.2452532
SYNCOPE,13492,0.1114903,573.0000000,573.0000000,random forest,oversampling,no selection,no cost sensitive,0.5131579,0.0357555,0.9642445,0.4868421,0.3861386,0.5131579,0.9211399,0.4125265
SYNCOPE,15302,0.1264471,659.0000000,659.0000000,random forest,oversampling,no selection,no cost sensitive,0.2441860,0.0710983,0.9289017,0.7558140,0.1458333,0.2441860,0.7811399,0.1310828
SYNCOPE,17118,0.1414535,754.0000000,754.0000000,random forest,oversampling,no selection,no cost sensitive,0.2210526,0.0538506,0.9461494,0.7789474,0.1842105,0.2210526,0.7636028,0.1527658
SYNCOPE,18940,0.1565095,897.0000000,897.0000000,random forest,oversampling,no selection,no cost sensitive,0.2587413,0.0407213,0.9592787,0.7412587,0.3457944,0.2587413,0.8377675,0.2464624
SYNCOPE,20802,0.1718960,1055.0000000,1055.0000000,random forest,oversampling,no selection,no cost sensitive,0.3544304,0.0580357,0.9419643,0.6455696,0.3500000,0.3544304,0.8393352,0.2946940
SYNCOPE,22752,0.1880098,1305.0000000,1305.0000000,random forest,oversampling,no selection,no cost sensitive,0.2240000,0.0559955,0.9440045,0.7760000,0.3612903,0.2240000,0.8303812,0.2007543
SYNCOPE,24770,0.2046854,1561.0000000,1561.0000000,random forest,oversampling,no selection,no cost sensitive,0.2734375,0.0543909,0.9456091,0.7265625,0.4216867,0.2734375,0.7505146,0.2577884
SYNCOPE,26791,0.2213858,1825.0000000,1825.0000000,random forest,oversampling,no selection,no cost sensitive,0.9431818,0.0603301,0.9396699,0.0568182,0.7014085,0.9431818,0.9801562,0.7700729
SYNCOPE,28812,0.2380862,2099.0000000,2099.0000000,random forest,oversampling,no selection,no cost sensitive,0.4671533,0.1311475,0.8688525,0.5328467,0.3478261,0.4671533,0.8263771,0.2932372
SYNCOPE,30916,0.2554725,2393.0000000,2393.0000000,random forest,oversampling,no selection,no cost sensitive,0.4557823,0.1277412,0.8722588,0.5442177,0.3651226,0.4557823,0.7598349,0.2971013
SYNCOPE,33034,0.2729744,2430.0000000,2430.0000000,random forest,oversampling,no selection,no cost sensitive,0.5675676,0.1579448,0.8420552,0.4324324,0.0594901,0.5675676,0.8297567,0.0788478
SYNCOPE,35173,0.2906499,2500.0000000,2500.0000000,random forest,oversampling,no selection,no cost sensitive,0.2571429,0.0125241,0.9874759,0.7428571,0.4090909,0.2571429,0.9171208,0.2981164
SYNCOPE,37319,0.3083833,2595.0000000,2595.0000000,random forest,oversampling,no selection,no cost sensitive,0.2842105,0.0218695,0.9781305,0.7157895,0.3033708,0.2842105,0.7280071,0.2706000
SYNCOPE,40249,0.3325951,2712.0000000,2712.0000000,random forest,oversampling,no selection,no cost sensitive,0.2564103,0.0405705,0.9594295,0.7435897,0.1898734,0.2564103,0.7675281,0.1846811
SYNCOPE,43521,0.3596331,2849.0000000,2849.0000000,random forest,oversampling,no selection,no cost sensitive,0.2481752,0.0311535,0.9688465,0.7518248,0.2344828,0.2481752,0.7921531,0.2110953
SYNCOPE,47221,0.3902078,3033.0000000,3033.0000000,random forest,oversampling,no selection,no cost sensitive,0.3532609,0.0507042,0.9492958,0.6467391,0.2471483,0.3532609,0.7991364,0.2511763
SYNCOPE,51310,0.4239970,3250.0000000,3250.0000000,random forest,oversampling,no selection,no cost sensitive,0.3410138,0.0691203,0.9308797,0.6589862,0.1937173,0.3410138,0.7557785,0.1996765
SYNCOPE,55983,0.4626121,3495.0000000,3495.0000000,random forest,oversampling,no selection,no cost sensitive,0.2326531,0.0306122,0.9693878,0.7673469,0.2835821,0.2326531,0.7714056,0.2208384
SYNCOPE,60932,0.5035078,3578.0000000,3578.0000000,random forest,oversampling,no selection,no cost sensitive,0.0722892,0.0366077,0.9633923,0.9277108,0.0322581,0.0722892,0.7174519,0.0221623
SYNCOPE,65932,0.5448250,3658.0000000,3658.0000000,random forest,oversampling,no selection,no cost sensitive,0.1250000,0.0166505,0.9833495,0.8750000,0.1041667,0.1250000,0.8737887,0.0986384
